,Store,Department,Weekly Sales
9606,4,49,6378.65
9607,4,52,3016.45
9608,4,54,30.92
9609,4,55,17242.4
9610,4,56,28182.81
9611,4,58,2305.0
9612,4,59,493.79
9613,4,60,432.0
9614,4,67,11091.61
9615,4,71,7501.66
9616,4,72,72752.83
9617,4,74,19139.78
9618,4,79,60617.54
9619,4,80,21233.11
9620,4,81,30108.07
9621,4,82,34824.33
9622,4,83,8023.28
9623,4,85,2182.21
9624,4,87,16644.73
9625,4,90,78326.93
9626,4,91,59904.46
9627,4,92,202030.01
9628,4,93,69792.6
9629,4,94,80741.61
9630,4,95,149564.23
9631,4,96,41427.69
9632,4,97,36985.24
9633,4,98,17299.57
9634,4,99,50.0
9635,4,1,75087.56
9636,4,2,92681.28
9637,4,3,11303.59
9638,4,4,64551.09
9639,4,5,52309.26
9640,4,6,12459.63
9641,4,7,41452.87
9642,4,8,61032.35
9643,4,9,44066.41
9644,4,10,49099.19
9645,4,11,23275.4
9646,4,12,7479.33
9647,4,13,73866.18
9648,4,14,27135.81
9649,4,16,33896.91
9650,4,17,15815.59
9651,4,18,38918.93
9652,4,19,3163.36
9653,4,20,9566.84
9654,4,21,7337.93
9655,4,22,14558.19
9656,4,23,50945.03
9657,4,24,10606.69
9658,4,25,16901.55
9659,4,26,14714.0
9660,4,27,2305.52
9661,4,28,882.47
9662,4,29,10997.38
9663,4,30,8636.26
9664,4,31,3402.21
9665,4,32,19977.58
9666,4,33,9984.19
9667,4,34,32513.62
9668,4,35,5657.01
9669,4,36,2823.0
9670,4,37,3657.26
9671,4,38,83048.71
9672,4,40,75753.93
9673,4,41,317.0
9674,4,42,8134.94
9675,4,44,6883.11
9676,4,46,38033.53
9677,4,48,2564.0
9678,4,49,8231.17
9679,4,52,2447.44
9680,4,54,81.92
9681,4,55,9855.85
9682,4,56,27459.63
9683,4,58,2305.0
9684,4,59,356.45
9685,4,60,367.0
9686,4,67,11091.61
9687,4,71,7102.14
9688,4,72,79321.13
9689,4,74,19165.68
9690,4,79,54808.95
9691,4,80,24705.91
9692,4,81,34068.09
9693,4,82,33325.28
9694,4,83,15039.82
9695,4,85,2582.8
9696,4,87,16472.56
9697,4,90,103469.78
9698,4,91,61510.53
9699,4,92,169275.52
9700,4,93,80472.09
9701,4,94,89337.77
9702,4,95,162899.76
9703,4,96,37415.48
9704,4,97,37818.11
9705,4,98,15482.11
9706,4,99,60.0
9707,4,1,34684.21
9708,4,2,102204.4
9709,4,3,14757.8
9710,4,4,64551.09
9711,4,5,37946.59
9712,4,6,7030.7
9713,4,7,60350.24
9714,4,8,61032.35
9715,4,9,44066.41
9716,4,10,38577.31
9717,4,11,23949.38
9718,4,12,7479.33
9719,4,13,76236.7
9720,4,14,29424.46
9721,4,16,46766.13
9722,4,17,12960.4
9723,4,18,10864.18
9724,4,19,2079.39
9725,4,20,10050.55
9726,4,21,7337.93
9727,4,22,14689.42
9728,4,23,43576.0
9729,4,24,13448.62
9730,4,25,18092.34
9731,4,26,26138.16
9732,4,27,1507.28
9733,4,28,1111.61
9734,4,29,10522.59
9735,4,30,9231.35
9736,4,31,3402.21
9737,4,32,19977.58
9738,4,33,16739.03
9739,4,34,31630.82
9740,4,35,4857.88
9741,4,36,2926.0
9742,4,37,3628.4
9743,4,38,80460.48
9744,4,40,76840.74
9745,4,41,405.71
9746,4,42,13068.86
9747,4,44,6883.11
9748,4,46,41754.35
9749,4,48,2307.05
9750,4,49,7368.12
9751,4,52,3138.4
9752,4,54,31.92
9753,4,55,14106.66
9754,4,56,27459.63
9755,4,58,4030.0
9756,4,59,464.04
9757,4,60,405.0
9758,4,67,11091.61
9759,4,71,6962.66
9760,4,72,79321.13
9761,4,74,19165.68
9762,4,79,60617.54
9763,4,80,21233.11
9764,4,81,33851.52
9765,4,82,33140.46
9766,4,83,15039.82
9767,4,85,1951.92
9768,4,87,16472.56
9769,4,90,88681.61
9770,4,91,66087.18
9771,4,92,186274.98
9772,4,93,75276.2
9773,4,94,76999.64
9774,4,95,162899.76
9775,4,96,41427.69
9776,4,97,44173.09
9777,4,98,15482.11
9778,4,99,60.0
9779,4,1,19779.81
9780,4,2,103397.79
9781,4,3,11635.97
9782,4,4,55633.17
9783,4,5,31209.5
9784,4,6,10600.8
9785,4,7,48673.38
9786,4,8,61032.35
9787,4,9,41054.76
9788,4,10,37973.4
9789,4,11,20523.55
9790,4,12,9288.74
9791,4,13,68461.58
9792,4,14,25227.68
9793,4,16,41328.08
9794,4,17,15084.81
9795,4,18,381.79
9796,4,19,2177.18
9797,4,20,7949.13
9798,4,21,7831.22
9799,4,22,16488.6
9800,4,23,43576.0
9801,4,24,11314.05
9802,4,25,18092.34
9803,4,26,21520.62
9804,4,27,1660.0
9805,4,28,715.71
9806,4,29,10522.59
9807,4,30,8636.26
9808,4,31,3402.21
9809,4,32,19977.58
9810,4,33,11399.88
9811,4,34,32969.69
9812,4,35,4857.88
9813,4,36,2926.0
9814,4,37,4202.85
9815,4,38,86432.14
9816,4,40,79351.78
9817,4,41,617.41
9818,4,42,10824.23
9819,4,44,3913.57
9820,4,46,41754.35
9821,4,48,2494.0
9822,4,49,5956.79
9823,4,52,3783.32
9824,4,54,48.92
9825,4,55,14836.66
9826,4,56,27459.63
9827,4,58,4030.0
9828,4,59,377.37
9829,4,60,450.0
9830,4,67,11129.31
9831,4,71,7501.66
9832,4,72,84840.03
9833,4,74,18004.77
9834,4,79,53274.6
9835,4,80,21998.21
9836,4,81,30108.07
9837,4,82,28372.0
9838,4,83,12212.05
9839,4,85,3507.82
9840,4,87,14945.37
9841,4,90,84957.21
9842,4,91,74559.31
9843,4,92,154709.81
9844,4,93,67555.59
9845,4,94,76523.09
9846,4,95,169455.27
9847,4,96,41699.76
9848,4,97,40926.04
9849,4,98,15482.11
9850,4,99,20.0
9851,4,1,19779.81
9852,4,2,85613.14
9853,4,3,10284.23
9854,4,4,57200.35
9855,4,5,35052.81
9856,4,6,10600.8
9857,4,7,48673.38
9858,4,8,61032.35
9859,4,9,42018.09
9860,4,10,37283.81
9861,4,11,20523.55
9862,4,12,9288.74
9863,4,13,75864.05
9864,4,14,25126.22
9865,4,16,41328.08
9866,4,17,13887.68
9867,4,18,0.1
9868,4,19,2177.18
9869,4,20,7949.13
9870,4,21,7831.22
9871,4,22,13803.43
9872,4,23,41709.67
9873,4,24,7967.97
9874,4,25,13821.93
9875,4,26,16188.77
9876,4,27,1756.75
9877,4,28,777.21
9878,4,29,10522.59
9879,4,30,8233.64
9880,4,31,3402.21
9881,4,32,19977.58
9882,4,33,9868.98
9883,4,34,32969.69
9884,4,35,5781.23
9885,4,36,1924.0
9886,4,37,3480.42
9887,4,38,81864.68
9888,4,40,80865.06
9889,4,41,405.71
9890,4,42,10654.4
9891,4,44,3913.57
9892,4,46,43653.8
9893,4,48,3900.0
9894,4,49,5956.79
9895,4,52,3783.32
9896,4,54,29.8
9897,4,55,14132.76
9898,4,56,28182.81
9899,4,58,4030.0
9900,4,59,377.37
9901,4,60,450.0
9902,4,67,12186.57
9903,4,71,7018.31
9904,4,72,84840.03
9905,4,74,19267.51
9906,4,79,55417.43
9907,4,80,21998.21
9908,4,81,30108.07
9909,4,82,33325.28
9910,4,83,10605.15
9911,4,85,2920.17
9912,4,87,18030.67
9913,4,90,83778.75
9914,4,91,73369.41
9915,4,92,154709.81
9916,4,93,63650.24
9917,4,94,86908.04
9918,4,95,169455.27
9919,4,96,38245.21
9920,4,97,38410.85
9921,4,98,17299.57
9922,4,99,50.0
9923,4,1,27487.23
9924,4,2,101872.8
9925,4,3,14757.8
9926,4,4,60576.41
9927,4,5,40981.28
9928,4,6,5564.47
9929,4,7,60350.24
9930,4,8,66790.02
9931,4,9,49135.21
9932,4,10,46407.07
9933,4,11,27820.53
9934,4,12,8969.59
9935,4,13,73870.6
9936,4,14,32172.88
9937,4,16,41073.11
9938,4,17,12561.03
9939,4,18,0.7
9940,4,19,2220.35
9941,4,20,9347.03
9942,4,21,7803.73
9943,4,22,16488.6
9944,4,23,43576.0
9945,4,24,9605.37
9946,4,25,21778.27
9947,4,26,26138.16
9948,4,27,1762.79
9949,4,28,1111.61
9950,4,29,9100.49
9951,4,30,8939.76
9952,4,31,3402.21
9953,4,32,19977.58
9954,4,33,16739.03
9955,4,34,32282.78
9956,4,35,6119.13
9957,4,36,3759.0
9958,4,37,1114.06
9959,4,38,87204.79
9960,4,40,84036.85
9961,4,41,405.71
9962,4,42,12384.83
9963,4,44,6883.11
9964,4,46,41754.35
9965,4,48,2449.0
9966,4,49,5956.79
9967,4,52,4053.35
9968,4,54,39.88
9969,4,55,14204.76
9970,4,56,22200.47
9971,4,58,4675.0
9972,4,59,482.95
9973,4,60,477.0
9974,4,67,26242.91
9975,4,71,7001.83
9976,4,72,90754.22
9977,4,74,20609.69
9978,4,79,57962.98
9979,4,80,23933.49
9980,4,81,33851.52
9981,4,82,33140.46
9982,4,83,10766.99
9983,4,85,3041.94
9984,4,87,17704.11
9985,4,90,90792.76
9986,4,91,65571.23
9987,4,92,186879.53
9988,4,93,71689.76
9989,4,94,68065.46
9990,4,95,175792.76
9991,4,96,41427.69
9992,4,97,45428.65
9993,4,98,14003.89
9994,4,99,290.0
9995,4,1,27487.23
9996,4,2,102204.4
9997,4,3,10635.71
9998,4,4,62758.52
9999,4,5,37946.59
10000,4,6,7030.7
10001,4,7,44695.18
10002,4,8,64565.12
10003,4,9,44066.41
10004,4,10,40129.69
10005,4,11,23949.38
10006,4,12,9124.44
10007,4,13,73870.6
10008,4,14,32172.88
10009,4,16,41073.11
10010,4,17,12345.43
10011,4,18,5.13
10012,4,19,2079.39
10013,4,20,8470.58
10014,4,21,7803.73
10015,4,22,16488.6
10016,4,23,43576.0
10017,4,24,10311.97
10018,4,25,21778.27
10019,4,26,16595.16
10020,4,27,1891.57
10021,4,28,715.71
10022,4,29,10522.59
10023,4,30,7140.7
10024,4,31,2050.31
10025,4,32,19977.58
10026,4,33,11348.68
10027,4,34,31630.82
10028,4,35,6488.02
10029,4,36,5400.0
10030,4,37,3628.4
10031,4,38,72044.08
10032,4,40,81173.02
10033,4,41,442.97
10034,4,42,9219.73
10035,4,44,5837.88
10036,4,46,41754.35
10037,4,48,2355.0
10038,4,49,7254.47
10039,4,52,4053.35
10040,4,54,23.92
10041,4,55,14204.76
10042,4,56,15298.14
10043,4,58,3855.0
10044,4,59,422.85
10045,4,60,369.0
10046,4,67,26242.91
10047,4,71,7001.83
10048,4,72,84156.62
10049,4,74,19035.34
10050,4,79,57962.98
10051,4,80,21233.11
10052,4,81,32528.94
10053,4,82,33043.9
10054,4,83,9324.33
10055,4,85,3041.94
10056,4,87,15320.16
10057,4,90,94097.17
10058,4,91,66087.18
10059,4,92,186879.53
10060,4,93,86565.39
10061,4,94,76999.64
10062,4,95,162899.76
10063,4,96,41427.69
10064,4,97,41254.32
10065,4,98,15482.11
10066,4,99,495.0
10067,4,1,29606.6
10068,4,2,99759.73
10069,4,3,10099.07
10070,4,4,62740.7
10071,4,5,39187.63
10072,4,6,5055.06
10073,4,7,60350.24
10074,4,8,66790.02
10075,4,9,49135.21
10076,4,10,41357.48
10077,4,11,31438.58
10078,4,12,9124.44
10079,4,13,76301.15
10080,4,14,28020.44
10081,4,16,41073.11
10082,4,17,12960.4
10083,4,18,0.15
10084,4,19,2360.06
10085,4,20,10050.55
10086,4,21,8464.84
10087,4,22,16855.95
10088,4,23,45842.72
10089,4,24,10019.78
10090,4,25,16660.23
10091,4,26,16595.16
10092,4,27,1848.75
10093,4,28,1111.61
10094,4,29,9157.63
10095,4,30,9151.62
10096,4,31,2567.83
10097,4,32,13351.0
10098,4,33,10749.84
10099,4,34,31630.82
10100,4,35,6488.02
10101,4,36,11244.0
10102,4,37,3628.4
10103,4,38,84321.52
10104,4,40,76840.74
10105,4,41,339.5
10106,4,42,12975.5
10107,4,44,4566.17
10108,4,46,40699.17
10109,4,47,649.0
10110,4,48,2059.0
10111,4,49,6245.47
10112,4,52,3085.12
10113,4,54,23.92
10114,4,55,14399.39
10115,4,56,15588.31
10116,4,58,5395.0
10117,4,59,420.56
10118,4,60,206.8
10119,4,67,27278.63
10120,4,71,7001.83
10121,4,72,100903.3
10122,4,74,19688.78
10123,4,79,55488.79
10124,4,80,21233.11
10125,4,81,33851.52
10126,4,82,32870.15
10127,4,83,9324.33
10128,4,85,3041.94
10129,4,87,13778.65
10130,4,90,88641.05
10131,4,91,58227.93
10132,4,92,177978.85
10133,4,93,75759.68
10134,4,94,75002.99
10135,4,95,156357.63
10136,4,96,40347.21
10137,4,97,41254.32
10138,4,98,15585.99
10139,4,99,495.0
10140,4,1,28160.76
10141,4,2,98915.31
10142,4,3,10879.21
10143,4,4,57781.87
10144,4,5,39187.63
10145,4,6,7324.41
10146,4,7,63050.03
10147,4,8,61952.95
10148,4,9,50065.78
10149,4,10,49099.19
10150,4,11,19968.74
10151,4,12,8969.59
10152,4,13,69941.46
10153,4,14,27922.89
10154,4,16,41073.11
10155,4,17,13141.07
10156,4,18,0.1
10157,4,19,1944.67
10158,4,20,10797.44
10159,4,21,8002.98
10160,4,22,16488.6
10161,4,23,50194.45
10162,4,24,10672.28
10163,4,25,16901.55
10164,4,26,16071.85
10165,4,27,1886.0
10166,4,28,583.66
10167,4,29,10522.59
10168,4,30,9231.35
10169,4,31,2293.22
10170,4,32,23879.81
10171,4,33,10749.84
10172,4,34,28957.52
10173,4,35,5812.03
10174,4,36,8834.0
10175,4,37,3657.26
10176,4,38,76300.01
10177,4,40,85315.89
10178,4,41,317.0
10179,4,42,13068.86
10180,4,44,4989.76
10181,4,46,45351.89
10182,4,48,2307.05
10183,4,49,5956.79
10184,4,52,2924.53
10185,4,54,23.92
10186,4,55,14204.76
10187,4,56,9716.15
10188,4,58,2305.0
10189,4,59,493.79
10190,4,60,206.8
10191,4,67,12761.9
10192,4,71,5783.33
10193,4,72,79961.5
10194,4,74,18004.77
10195,4,79,59823.78
10196,4,80,20509.5
10197,4,81,33851.52
10198,4,82,33140.46
10199,4,83,9091.26
10200,4,85,2690.28
10201,4,87,16896.67
10202,4,90,83920.15
10203,4,91,62800.05
10204,4,92,186274.98
10205,4,93,75276.2
10206,4,94,68065.46
10207,4,95,169455.27
10208,4,96,33850.26
10209,4,97,38446.16
10210,4,98,15482.11
10211,4,99,495.0
10212,4,1,25401.86
10213,4,2,99759.73
10214,4,3,10289.61
10215,4,4,57200.35
10216,4,5,33721.8
10217,4,6,7324.41
10218,4,7,42064.9
10219,4,8,61952.95
10220,4,9,42018.09
10221,4,10,49099.19
10222,4,11,49641.36
10223,4,12,9849.7
10224,4,13,69941.46
10225,4,14,25450.82
10226,4,16,37729.71
10227,4,17,13144.5
10228,4,18,0.1
10229,4,19,2386.71
10230,4,20,11955.85
10231,4,21,7540.82
10232,4,22,13199.41
10233,4,23,55895.34
10234,4,24,8505.84
10235,4,25,16901.55
10236,4,26,15672.48
10237,4,27,1630.48
10238,4,28,796.37
10239,4,29,10522.59
10240,4,30,8355.52
10241,4,31,2352.63
10242,4,32,23879.81
10243,4,33,10834.09
10244,4,34,29022.92
10245,4,35,6488.02
10246,4,36,9070.0
10247,4,37,4129.47
10248,4,38,76300.01
10249,4,40,78541.52
10250,4,41,317.0
10251,4,42,9714.58
10252,4,44,4989.76
10253,4,46,47711.42
10254,4,48,3900.0
10255,4,49,5716.07
10256,4,52,4123.9
10257,4,54,40.76
10258,4,55,14836.66
10259,4,56,9007.27
10260,4,58,2305.0
10261,4,59,377.37
10262,4,60,441.0
10263,4,67,11827.53
10264,4,71,7351.3
10265,4,72,79961.5
10266,4,74,18024.04
10267,4,79,55097.91
10268,4,80,21022.03
10269,4,81,30108.07
10270,4,82,34824.33
10271,4,83,9091.26
10272,4,85,3205.27
10273,4,87,16546.47
10274,4,90,80030.22
10275,4,91,71687.64
10276,4,92,150911.48
10277,4,93,63650.24
10278,4,94,76523.09
10279,4,95,169455.27
10280,4,96,48394.57
10281,4,97,38446.16
10282,4,98,15482.11
10283,4,99,230.0
10284,4,1,27487.23
10285,4,2,105498.09
10286,4,3,10858.12
10287,4,4,60106.04
10288,4,5,37946.59
10289,4,6,5564.47
10290,4,7,63975.35
10291,4,8,62574.96
10292,4,9,44373.32
10293,4,10,44800.52
10294,4,11,34715.22
10295,4,12,9698.68
10296,4,13,73870.6
10297,4,14,28246.62
10298,4,16,41217.49
10299,4,17,14672.2
10300,4,18,2.44
10301,4,19,2220.35
10302,4,20,10652.22
10303,4,21,7803.73
10304,4,22,14689.42
10305,4,23,51853.39
10306,4,24,10672.28
10307,4,25,13738.08
10308,4,26,15004.84
10309,4,27,1891.57
10310,4,28,746.44
10311,4,29,10997.38
10312,4,30,7140.7
10313,4,31,2352.63
10314,4,32,23879.81
10315,4,33,10153.94
10316,4,34,32282.78
10317,4,35,6488.02
10318,4,36,6205.0
10319,4,37,3657.26
10320,4,38,84257.5
10321,4,40,77360.73
10322,4,41,317.0
10323,4,42,9219.73
10324,4,44,4872.38
10325,4,46,48735.17
10326,4,48,2307.05
10327,4,49,5716.07
10328,4,52,4123.9
10329,4,54,36.64
10330,4,55,14260.78
10331,4,56,8171.92
10332,4,58,2305.0
10333,4,59,556.63
10334,4,60,414.0
10335,4,67,19493.83
10336,4,71,8515.15
10337,4,72,93064.61
10338,4,74,20635.48
10339,4,79,57962.98
10340,4,80,21779.29
10341,4,81,36465.28
10342,4,82,33043.9
10343,4,83,9324.33
10344,4,85,3337.43
10345,4,87,19132.71
10346,4,90,83920.15
10347,4,91,66087.18
10348,4,92,186879.53
10349,4,93,96245.84
10350,4,94,79023.73
10351,4,95,175792.76
10352,4,96,52417.62
10353,4,97,45428.65
10354,4,98,15398.45
10355,4,99,495.0
10356,4,1,27487.23
10357,4,2,96870.0
10358,4,3,10635.71
10359,4,4,60106.04
10360,4,5,37946.59
10361,4,6,6090.94
10362,4,7,56175.79
10363,4,8,62173.0
10364,4,9,49135.21
10365,4,10,40477.12
10366,4,11,54234.46
10367,4,12,7791.62
10368,4,13,70953.81
10369,4,14,30906.46
10370,4,16,41217.49
10371,4,17,14672.2
10372,4,18,1.35
10373,4,19,3208.44
10374,4,20,9877.5
10375,4,21,7803.73
10376,4,22,14689.42
10377,4,23,51853.39
10378,4,24,10672.28
10379,4,25,13738.08
10380,4,26,15004.84
10381,4,27,1891.57
10382,4,28,746.44
10383,4,29,13721.26
10384,4,30,9231.35
10385,4,31,2293.22
10386,4,32,23879.81
10387,4,33,10749.84
10388,4,34,31630.82
10389,4,35,6488.02
10390,4,36,11244.0
10391,4,37,3657.26
10392,4,38,84257.5
10393,4,40,80863.27
10394,4,41,317.0
10395,4,42,10457.49
10396,4,44,4566.17
10397,4,46,48735.17
10398,4,48,2307.05
10399,4,49,5716.07
10400,4,52,4123.9
10401,4,55,14278.04
10402,4,56,5171.98
10403,4,58,2305.0
10404,4,59,556.63
10405,4,60,414.0
10406,4,67,18286.41
10407,4,71,8515.15
10408,4,72,84156.62
10409,4,74,19688.78
10410,4,79,57962.98
10411,4,80,23091.72
10412,4,81,36465.28
10413,4,82,33140.46
10414,4,83,9324.33
10415,4,85,3337.43
10416,4,87,16526.18
10417,4,90,83920.15
10418,4,91,66087.18
10419,4,92,186879.53
10420,4,93,82234.56
10421,4,94,68065.46
10422,4,95,164941.92
10423,4,96,33850.26
10424,4,97,45428.65
10425,4,98,15398.45
10426,4,99,1100.0
10427,4,1,28160.76
10428,4,2,104872.78
10429,4,3,10794.48
10430,4,4,57781.87
10431,4,5,31553.73
10432,4,6,8163.7
10433,4,7,63975.35
10434,4,8,61001.51
10435,4,9,44164.11
10436,4,10,38577.31
10437,4,11,40677.61
10438,4,12,8191.05
10439,4,13,69941.46
10440,4,14,28246.62
10441,4,16,41217.49
10442,4,17,13673.96
10443,4,18,4.94
10444,4,19,1972.79
10445,4,20,9979.43
10446,4,21,8002.98
10447,4,22,16488.6
10448,4,23,51853.39
10449,4,24,10311.97
10450,4,25,16901.55
10451,4,26,16071.85
10452,4,27,1632.08
10453,4,28,583.66
10454,4,29,10997.38
10455,4,30,7428.52
10456,4,31,2352.63
10457,4,32,23879.81
10458,4,33,11566.34
10459,4,34,32282.78
10460,4,35,6119.13
10461,4,36,6558.0
10462,4,37,3657.26
10463,4,38,69830.68
10464,4,40,77360.73
10465,4,41,317.0
10466,4,42,9571.12
10467,4,44,4849.78
10468,4,46,45351.89
10469,4,48,2307.05
10470,4,49,5956.79
10471,4,52,4123.9
10472,4,54,36.64
10473,4,55,14278.04
10474,4,56,4726.03
10475,4,58,4675.0
10476,4,59,493.79
10477,4,60,414.0
10478,4,67,14271.31
10479,4,71,8515.15
10480,4,72,82105.05
10481,4,74,20635.48
10482,4,79,56536.33
10483,4,80,21022.03
10484,4,81,36465.28
10485,4,82,32978.71
10486,4,83,9091.26
10487,4,85,2141.34
10488,4,87,19432.89
10489,4,90,90792.76
10490,4,91,64505.44
10491,4,92,186274.98
10492,4,93,80849.95
10493,4,94,79023.73
10494,4,95,175792.76
10495,4,96,47631.54
10496,4,97,34540.98
10497,4,98,16379.57
10498,4,1,29604.1
10499,4,2,99532.65
10500,4,3,11110.28
10501,4,4,57219.1
10502,4,5,37946.59
10503,4,6,8119.58
10504,4,7,63050.03
10505,4,8,60680.46
10506,4,9,44066.41
10507,4,10,38330.34
10508,4,11,40677.61
10509,4,12,9997.3
10510,4,13,71365.19
10511,4,14,26136.73
10512,4,16,39857.74
10513,4,17,12983.93
10514,4,18,5.0
10515,4,19,2079.39
10516,4,20,9877.5
10517,4,21,7713.87
10518,4,22,16179.72
10519,4,23,51853.39
10520,4,24,9840.25
10521,4,25,17511.46
10522,4,26,15600.1
10523,4,27,2036.0
10524,4,28,720.87
10525,4,29,9711.95
10526,4,30,7919.18
10527,4,31,2886.62
10528,4,32,15486.4
10529,4,33,10749.84
10530,4,34,28003.11
10531,4,35,4532.18
10532,4,36,7618.0
10533,4,37,3124.61
10534,4,38,74936.41
10535,4,40,76874.71
10536,4,41,470.41
10537,4,42,9493.2
10538,4,44,5186.86
10539,4,46,48735.17
10540,4,48,1881.0
10541,4,49,6265.66
10542,4,52,3482.57
10543,4,54,5.88
10544,4,55,14882.87
10545,4,56,3945.99
10546,4,58,5395.0
10547,4,59,449.48
10548,4,60,297.0
10549,4,67,11257.6
10550,4,71,8040.7
10551,4,72,79321.13
10552,4,74,19334.63
10553,4,79,54757.71
10554,4,80,21151.25
10555,4,81,32389.73
10556,4,82,30769.85
10557,4,83,9661.11
10558,4,85,3337.43
10559,4,87,17290.6
10560,4,90,88681.61
10561,4,91,66087.18
10562,4,92,175591.63
10563,4,93,63025.1
10564,4,94,82583.74
10565,4,95,169858.42
10566,4,96,41451.69
10567,4,97,38385.12
10568,4,98,13244.95
10569,4,1,30837.99
10570,4,2,106758.96
10571,4,3,14626.82
10572,4,4,60106.04
10573,4,5,36499.59
10574,4,6,5564.47
10575,4,7,56175.79
10576,4,8,61588.78
10577,4,9,44373.32
10578,4,10,44800.52
10579,4,11,55508.66
10580,4,12,9266.47
10581,4,13,72051.35
10582,4,14,28246.62
10583,4,16,39857.74
10584,4,17,16802.6
10585,4,18,2.44
10586,4,19,3191.24
10587,4,20,10652.22
10588,4,21,7803.73
10589,4,22,17014.72
10590,4,23,51853.39
10591,4,24,10672.28
10592,4,25,13738.08
10593,4,26,15004.84
10594,4,27,2178.76
10595,4,28,746.44
10596,4,29,10997.38
10597,4,30,7505.62
10598,4,31,4393.92
10599,4,32,9096.38
10600,4,33,9749.82
10601,4,34,27234.97
10602,4,35,4202.76
10603,4,36,6558.0
10604,4,37,3657.26
10605,4,38,84257.5
10606,4,40,77360.73
10607,4,41,317.0
10608,4,42,11851.23
10609,4,44,4872.38
10610,4,46,48735.17
10611,4,48,2307.05
10612,4,49,9387.7
10613,4,52,4123.9
10614,4,55,12489.76
10615,4,56,2733.74
10616,4,58,1575.0
10617,4,59,556.63
10618,4,60,414.0
10619,4,67,11257.6
10620,4,71,8515.15
10621,4,72,93064.61
10622,4,74,20635.48
10623,4,79,56536.33
10624,4,80,21779.29
10625,4,81,36465.28
10626,4,82,32978.71
10627,4,83,9324.33
10628,4,85,3337.43
10629,4,87,19132.71
10630,4,90,91642.45
10631,4,91,65033.69
10632,4,92,186879.53
10633,4,93,96245.84
10634,4,94,79023.73
10635,4,95,175792.76
10636,4,96,33850.26
10637,4,97,45428.65
10638,4,98,15398.45
10639,4,99,50.0
10640,4,1,28663.44
10641,4,2,98915.31
10642,4,3,26076.14
10643,4,4,62267.45
10644,4,5,33721.8
10645,4,6,7030.7
10646,4,7,50293.51
10647,4,8,61588.78
10648,4,9,37566.53
10649,4,10,38577.31
10650,4,11,28293.58
10651,4,12,8080.23
10652,4,13,69190.4
10653,4,14,29078.8
10654,4,16,26299.35
10655,4,17,14892.24
10656,4,18,1.07
10657,4,19,1511.54
10658,4,20,9979.43
10659,4,21,7337.93
10660,4,22,17256.7
10661,4,23,43427.11
10662,4,24,10311.97
10663,4,25,17511.46
10664,4,26,16010.85
10665,4,27,1806.36
10666,4,28,720.87
10667,4,29,10522.59
10668,4,30,8392.11
10669,4,31,4393.92
10670,4,32,11520.36
10671,4,33,10936.78
10672,4,34,28316.05
10673,4,35,4028.15
10674,4,36,683.5
10675,4,37,3603.82
10676,4,38,86611.0
10677,4,39,0.78
10678,4,40,77096.08
10679,4,41,593.0
10680,4,42,10204.94
10681,4,44,4877.28
10682,4,46,42263.9
10683,4,47,21.0
10684,4,48,958.0
10685,4,49,8212.1
10686,4,52,4123.9
10687,4,54,15.0
10688,4,55,14278.04
10689,4,56,1887.07
10690,4,58,5965.0
10691,4,59,356.45
10692,4,60,441.0
10693,4,67,8829.22
10694,4,71,7645.6
10695,4,72,79321.13
10696,4,74,21305.69
10697,4,79,54066.27
10698,4,80,23091.72
10699,4,81,33669.08
10700,4,82,32394.11
10701,4,83,9366.73
10702,4,85,3337.43
10703,4,87,17161.94
10704,4,90,97268.38
10705,4,91,61965.79
10706,4,92,170507.73
10707,4,93,82234.56
10708,4,94,76999.64
10709,4,95,164941.92
10710,4,96,52417.62
10711,4,97,39464.63
10712,4,98,13769.31
10713,4,1,27820.39
10714,4,2,99759.73
10715,4,3,38431.75
10716,4,4,55633.17
10717,4,5,33721.8
10718,4,6,10600.8
10719,4,7,36373.8
10720,4,8,61588.78
10721,4,9,37566.53
10722,4,10,37973.4
10723,4,11,28293.58
10724,4,12,8497.04
10725,4,13,69190.4
10726,4,14,25410.16
10727,4,16,26299.35
10728,4,17,15650.34
10729,4,19,2563.56
10730,4,20,11955.85
10731,4,21,7950.66
10732,4,22,17256.7
10733,4,23,43427.11
10734,4,24,11598.18
10735,4,25,16947.59
10736,4,26,15672.48
10737,4,27,1932.32
10738,4,28,720.87
10739,4,29,10522.59
10740,4,30,8636.26
10741,4,31,4281.71
10742,4,32,12058.43
10743,4,33,15874.13
10744,4,34,28316.05
10745,4,35,4160.74
10746,4,36,683.5
10747,4,37,4129.47
10748,4,38,78355.42
10749,4,40,75567.17
10750,4,41,526.17
10751,4,42,10824.23
10752,4,44,4640.35
10753,4,46,41346.03
10754,4,48,1392.03
10755,4,49,5716.07
10756,4,52,4123.9
10757,4,54,15.0
10758,4,55,14528.44
10759,4,56,1887.07
10760,4,58,21145.0
10761,4,59,377.37
10762,4,60,441.0
10763,4,67,10636.47
10764,4,71,7645.6
10765,4,72,72324.51
10766,4,74,21305.69
10767,4,79,50596.78
10768,4,80,21022.03
10769,4,81,30108.07
10770,4,82,31900.45
10771,4,83,9366.73
10772,4,85,3205.27
10773,4,87,14945.37
10774,4,90,97268.38
10775,4,91,61510.53
10776,4,92,170507.73
10777,4,93,88955.3
10778,4,94,76523.09
10779,4,95,169455.27
